sno,sna,sarea,ar,latitude,longitude,Quantity,available_rent_bikes,available_return_bikes,act,mday
500101254,YouBike2.0_師大附中運動中心,大安區,信義路三段111巷143號(旁),25.03626,121.53997,33,10,23,1,2026-09-25 21:42:02
500101255,YouBike2.0_錦安區民活動中心,大安區,潮州街160號對側,25.02846,121.52935,20,8,11,1,2026-09-25 21:42:02
500101256,YouBike2.0_敦化基隆路口(東北側),大安區,敦化南路二段333號(前),25.02196,121.54899,22,9,13,1,2026-09-25 21:42:02
500101257,YouBike2.0_龍圖公園,大安區,復興南路二段78巷42弄5號對面,25.0305,121.54184,20,9,11,1,2026-09-25 21:42:02
500101258,YouBike2.0_新生南路二段54巷口,大安區,新生南路二段50號,25.02878,121.53412,26,3,22,1,2026-09-25 21:42:02
500101259,YouBike2.0_臺靜農人文會館,大安區,溫州街25號,25.02462,121.53347,12,12,0,1,2026-09-25 21:42:02
500101260,YouBike2.0_建國南路二段瑞安街264巷口,大安區,建國南路二段197號(對面),25.02716,121.53782,33,8,25,1,2026-09-25 21:42:02
500101261,YouBike2.0_辛亥路一段77巷口,大安區,辛亥路一段79號旁,25.02128,121.53034,22,5,17,1,2026-09-25 21:42:02
500101262,YouBike2.0_愛國東路210巷口,大安區,愛國東路210巷/愛國東路(東南側),25.03187,121.52407,34,4,29,1,2026-09-25 21:42:02
500101264,YouBike2.0_金華國中,大安區,新生南路二段32號(旁),25.03165,121.53306,21,5,16,1,2026-09-25 21:42:02
500101265,YouBike2.0_羅斯福路三段283巷,大安區,羅斯福路三段269巷51弄9號(旁),25.02017,121.53178,18,7,11,1,2026-09-25 21:42:02
500101266,YouBike2.0_臺科大側門(基隆路四段73巷),大安區,基隆路四段75號,25.01291,121.53967,35,0,35,0,2026-09-25 21:42:02
500101267,YouBike2.0_黎和公園,大安區,臥龍街316號(對面),25.01663,121.56011,15,14,0,1,2026-09-25 21:42:02
500101268,YouBike2.0_信義四維路口,大安區,信義路四段111號(前),25.03341,121.54796,19,5,14,1,2026-09-25 21:42:02
500101269,YouBike2.0_和平高中(辛亥基隆路口),大安區,辛亥路三段188號北側,25.01917,121.54708,55,4,51,1,2026-09-25 21:42:02
500101270,YouBike2.0_和平東路二段107巷口,大安區,和平東路二段95號(前),25.02555,121.53951,12,3,9,1,2026-09-25 21:42:02
500101271,YouBike2.0_信義金山路口(西南側),大安區,信義路二段88號(前),25.03407,121.52682,12,2,10,1,2026-09-25 21:42:02
500101272,YouBike2.0_金華國中(新生南路二段30巷),大安區,新生南路二段30巷19號,25.03137,121.5313,15,12,1,1,2026-09-25 21:42:02
500101273,YouBike2.0_羅斯福路四段123巷,大安區,羅斯福路四段123巷17號對側,25.01036,121.53752,15,3,12,1,2026-09-25 21:42:02
500101274,YouBike2.0_捷運科技大樓站(2號出口),大安區,復興南路二段224號,25.02592,121.54328,72,22,49,1,2026-09-25 21:42:02
500101276,YouBike2.0_羅斯福新生南路口,大安區,羅斯福路四段/新生南路三段(東北側),25.01604,121.53316,32,15,17,1,2026-09-25 21:42:02
500101277,YouBike2.0_金山南路二段156巷口,大安區,金山南路二段152號前,25.02877,121.52618,16,8,8,1,2026-09-25 21:42:02
500101279,YouBike2.0_和平金山路口(西北側),大安區,和平東路一段91號,25.02693,121.5258,10,7,3,1,2026-09-25 21:42:02
500101280,YouBike2.0_大安11號綠地,大安區,嘉興街/嘉興街323巷2弄,25.02283,121.55363,12,2,10,1,2026-09-25 21:42:02
500103001,YouBike2.0_延平國宅,大同區,延平北路五段1-1號(對面),25.07894,121.51121,41,13,25,1,2026-09-25 21:42:02
500103002,YouBike2.0_臺北市立圖書館大同分館,大同區,重慶北路三段318號旁,25.0741,121.51349,57,6,51,1,2026-09-25 21:42:02
500103003,YouBike2.0_合昌宮,大同區,環河北路二段371號旁,25.07717,121.50934,15,8,7,1,2026-09-25 21:42:02
500103004,YouBike2.0_民族延平路口,大同區,延平北路三段123號北側,25.06864,121.5107,36,17,13,1,2026-09-25 21:42:02
500103005,YouBike2.0_重慶酒泉街口,大同區,重慶北路三段260號前,25.07158,121.51368,44,37,6,1,2026-09-25 21:42:02
500103006,YouBike2.0_樹德公園,大同區,大龍街85巷12號對側,25.06647,121.5165,14,3,11,1,2026-09-25 21:42:02
500103007,YouBike2.0_陳天來故居,大同區,西寧北路112號前方,25.05601,121.50895,16,3,8,1,2026-09-25 21:42:02
500103008,YouBike2.0_臺北孔廟,大同區,哈密街61號口對側人行道,25.07378,121.51583,37,22,12,1,2026-09-25 21:42:02
500103009,YouBike2.0_捷運圓山站(1號出口),大同區,捷運圓山站(1號出口)東側,25.07133,121.52024,81,4,73,1,2026-09-25 21:42:02
500103010,YouBike2.0_酒泉延平路口,大同區,酒泉街235號前,25.0722,121.51057,46,27,19,1,2026-09-25 21:42:02
500103011,YouBike2.0_重慶國中,大同區,敦煌路19號前,25.07567,121.51862,64,30,33,1,2026-09-25 21:42:02
500103012,YouBike2.0_重慶北路三段383巷口,大同區,敦煌路與重慶北路三段383巷口,25.07598,121.51409,34,7,27,1,2026-09-25 21:42:02
500103013,YouBike2.0_台北數位產業園區,大同區,承德路三段287號前方,25.07447,121.52003,24,17,6,1,2026-09-25 21:42:02
500103019,YouBike2.0_民權延平路口(西北側),大同區,民權西路239號前方,25.06326,121.51099,20,18,2,1,2026-09-25 21:42:02
500103020,YouBike2.0_民權迪化街口,大同區,民權西路與迪化街一段口(橋墩下),25.06327,121.50943,45,11,33,1,2026-09-25 21:42:02
500103021,YouBike2.0_大稻埕公園,大同區,安西街1巷7號(對側),25.05915,121.51033,35,15,19,1,2026-09-25 21:42:02
500103022,YouBike2.0_大龍老人住宅,大同區,民族西路82號前方,25.06853,121.51729,14,4,10,1,2026-09-25 21:42:02
500103023,YouBike2.0_大龍峒社會住宅,大同區,承德路三段210號旁,25.0708,121.51826,34,0,34,1,2026-09-25 21:42:02
500103024,YouBike2.0_捷運大橋頭站(2號出口),大同區,捷運大橋頭站(2號出口)西側,25.06314,121.51308,57,13,44,1,2026-09-25 21:42:02
500103025,YouBike2.0_捷運大橋頭站(1A出口),大同區,民權西路237號旁,25.06325,121.51162,30,10,19,1,2026-09-25 21:42:02
500103026,YouBike2.0_捷運民權西路站(2號出口),大同區,捷運民權西路站(2號出口)西側,25.06174,121.51969,25,0,25,1,2026-09-25 21:42:16
500103027,YouBike2.0_捷運雙連站(2號出口),大同區,萬全街22號對面,25.05826,121.52063,41,3,36,1,2026-09-25 21:42:02
500103028,YouBike2.0_捷運北門站(3號出口),大同區,塔城街與鄭州路口西南側,25.04991,121.5104,86,23,59,1,2026-09-25 21:42:02
500103029,YouBike2.0_朝陽公園,大同區,重慶北路二段62-1號旁,25.05592,121.51367,10,4,6,1,2026-09-25 21:42:02
500103030,YouBike2.0_永樂市場,大同區,南京西路233巷103號旁,25.05454,121.51052,36,3,33,1,2026-09-25 21:42:02
500103031,YouBike2.0_大龍公園,大同區,大龍街217號對側,25.07049,121.51596,26,9,14,1,2026-09-25 21:42:02
500103032,YouBike2.0_重慶涼州街口,大同區,重慶北路二段180號旁,25.06054,121.51338,13,4,8,1,2026-09-25 21:42:02
500103033,YouBike2.0_圓山線形公園,大同區,玉門街/民族西路(西北側),25.06867,121.51993,26,2,24,1,2026-09-25 21:42:02
500103034,YouBike2.0_圓環站,大同區,重慶北路一段128號前,25.05369,121.51418,31,29,2,1,2026-09-25 21:42:02
500103035,YouBike2.0_重慶民族路口,大同區,重慶北路三段138號前,25.06853,121.51359,32,2,29,1,2026-09-25 21:42:02
500103036,YouBike2.0_承德路三段8巷口,大同區,承德路三段14號前,25.06407,121.51822,21,0,21,1,2026-09-25 21:42:02
500103037,YouBike2.0_太原廣場,大同區,鄭州路23號(旁),25.04925,121.51468,31,18,13,1,2026-09-25 21:42:02
500103038,YouBike2.0_國順公園,大同區,昌吉街117號前,25.06594,121.51078,20,9,10,1,2026-09-25 21:42:02
500103039,YouBike2.0_聯合醫院中興院區,大同區,長安西路299號(對面),25.05205,121.50818,48,1,46,1,2026-09-25 21:42:02
500103040,YouBike2.0_蔣渭水紀念公園,大同區,錦西街/興城街口(西南側),25.06011,121.51729,47,2,45,1,2026-09-25 21:42:02
500103041,YouBike2.0_迪化休閒運動公園,大同區,延平北路四段200號(南側),25.07491,121.5115,31,14,17,1,2026-09-25 21:42:02
500103042,YouBike2.0_大同運動中心,大同區,大龍街51號(旁),25.06496,121.51608,16,3,13,1,2026-09-25 21:42:02
500103043,YouBike2.0_重慶保安街口(家樂福重慶店),大同區,重慶北路二段171號(旁),25.05918,121.51373,20,12,8,1,2026-09-25 21:42:02
500103044,YouBike2.0_大稻埕碼頭,大同區,大稻埕疏散門(淡五號水門)外,25.05662,121.50783,52,25,27,1,2026-09-25 21:42:02
500103045,YouBike2.0_歸綏戲曲公園,大同區,重慶北路二段/歸綏街口(南側),25.05805,121.51353,25,11,13,1,2026-09-25 21:42:02
500103046,YouBike2.0_民權國中(民權西路),大同區,民權西路/蘭州街(西側),25.06322,121.5144,25,11,14,1,2026-09-25 21:42:02
500103047,YouBike2.0_承德民權路口,大同區,承德路二段239號前,25.06247,121.51839,36,3,33,1,2026-09-25 21:42:02
500103048,YouBike2.0_南京太原路口,大同區,南京西路/太原路(東側),25.05366,121.51638,29,16,10,1,2026-09-25 21:42:02
500103049,YouBike2.0_承德民生西路口,大同區,承德路二段137號前,25.05756,121.51828,19,8,11,1,2026-09-25 21:42:02
500103050,YouBike2.0_太原五原路口,大同區,太原路 / 五原路口(東南側),25.05646,121.51698,39,32,6,1,2026-09-25 21:42:02
500103051,YouBike2.0_臺北轉運站(華陰街),大同區,華陰街45號(對面),25.04937,121.51914,20,18,0,1,2026-09-25 21:42:02
500103052,YouBike2.0_捷運民權西路站(3號出口),大同區,民權西路70巷37號對面,25.06129,121.52021,50,5,45,1,2026-09-25 21:42:02
500103053,YouBike2.0_捷運中山站(5號出口),大同區,南京西路57號前,25.05296,121.51938,18,1,16,1,2026-09-25 21:42:02
500103054,YouBike2.0_重慶長安路口,大同區,長安西路244號(重慶路側),25.0515,121.51398,21,7,14,1,2026-09-25 21:42:02
500103055,YouBike2.0_承德昌吉街口,大同區,承德路三段83號前,25.06587,121.51847,18,8,9,1,2026-09-25 21:42:02
500103056,YouBike2.0_大同16號廣場,大同區,環河北路一段/民生西路口(東南側),25.05658,121.50826,14,1,10,1,2026-09-25 21:42:02
500103057,YouBike2.0_捷運圓山站(2號出口),大同區,承德路三段/庫倫街(東南側),25.07182,121.51929,36,0,36,1,2026-09-25 21:42:02
500103058,YouBike2.0_樹德公園_1,大同區,大龍街/大龍街85巷(東北側),25.06669,121.51615,40,19,21,1,2026-09-25 21:42:02
500103059,YouBike2.0_承德鄭州路口(市民高架下),大同區,承德路一段/鄭州路口(市民高架下),25.04879,121.51626,38,27,11,1,2026-09-25 21:42:02
500103060,YouBike2.0_成淵高中,大同區,錦西街與錦西街52巷口東北側,25.06036,121.51996,27,5,22,1,2026-09-25 21:42:02
500103061,YouBike2.0_雙蓮國小,大同區,民權西路102巷4弄25號對側人行道,25.06157,121.51683,20,2,18,1,2026-09-25 21:42:02
500103062,YouBike2.0_寧夏涼州街口,大同區,寧夏路141號對側,25.06095,121.51428,15,4,11,1,2026-09-25 21:42:02
500103063,YouBike2.0_延平涼州街口,大同區,延平北路二段/涼州街口(行人天橋下),25.06092,121.51126,14,7,7,1,2026-09-25 21:42:02
500103064,YouBike2.0_大同行政中心,大同區,昌吉街63號旁,25.06603,121.51481,16,3,11,1,2026-09-25 21:42:02
500103065,YouBike2.0_大龍市場,大同區,重慶北路三段335巷13號對面,25.07473,121.51451,15,0,15,1,2026-09-25 21:42:02
500103066,YouBike2.0_南京西寧北路口(西北側),大同區,南京西路/西寧北路(西北側),25.05348,121.50855,13,3,6,1,2026-09-25 21:42:02
500103068,YouBike2.0_哈密街23巷19弄口,大同區,敦煌路78號,25.07563,121.51815,23,21,2,1,2026-09-25 21:42:02
500103069,YouBike2.0_民權西路160巷口,大同區,民權西路160巷口西側,25.06289,121.51544,15,8,7,1,2026-09-25 21:42:02
500103070,YouBike2.0_重慶北路三段205巷口,大同區,重慶北路三段203-5號前,25.06997,121.51388,19,7,12,1,2026-09-25 21:42:02
500103071,YouBike2.0_承德路二段91巷口,大同區,承德路二段91巷/承德路二段(東南側),25.05621,121.51847,20,1,19,1,2026-09-25 21:42:02
500103072,YouBike2.0_酒泉庫倫街口,大同區,酒泉街52號(前),25.07194,121.51626,15,0,15,1,2026-09-25 21:42:02
500103073,YouBike2.0_民族西大龍街口,大同區,民族西路165號(前),25.06864,121.51559,16,8,7,1,2026-09-25 21:42:02
500103074,YouBike2.0_承德路三段324巷口,大同區,承德路三段316號(旁),25.07477,121.51977,45,13,32,1,2026-09-25 21:42:02
500103075,YouBike2.0_玉泉公園(鄭州路),大同區,鄭州路/西寧北路(西南側),25.05044,121.50766,20,3,17,1,2026-09-25 21:42:02
500103076,YouBike2.0_玉泉公園(忠孝西路),大同區,忠孝西路二段/西寧北路(西北側),25.04888,121.50745,25,8,17,1,2026-09-25 21:42:02
500103077,YouBike2.0_太平國小,大同區,重慶北路二段184號旁,25.06189,121.51343,23,6,16,1,2026-09-25 21:42:02
500103078,YouBike2.0_明倫高中,大同區,承德路三段336號旁,25.07576,121.52011,32,7,25,1,2026-09-25 21:42:02
500103079,YouBike2.0_伊寧重慶北路口,大同區,伊寧街/重慶北路三段,25.06465,121.51335,15,9,5,1,2026-09-25 21:42:02
500103080,YouBike2.0_永樂國小,大同區,安西街128號對面,25.06174,121.50982,17,5,12,1,2026-09-25 21:42:02
500103081,YouBike2.0_民權延平路口(西南側),大同區,民權西路與延平北路二段口(西南側),25.06263,121.51107,14,11,3,1,2026-09-25 21:42:02
500103082,YouBike2.0_捷運民權西路站(1號出口),大同區,捷運民權西路站(1號出口),25.06277,121.51933,19,3,16,1,2026-09-25 21:42:02
500103083,YouBike2.0_承德路三段301巷,大同區,承德路三段299巷14號(對面公園),25.07535,121.52138,39,27,12,1,2026-09-25 21:42:02
500103084,YouBike2.0_捷運圓山站(庫倫街61巷口),大同區,庫倫街/庫倫街61巷口(西北側),25.07197,121.51961,35,0,35,1,2026-09-25 21:42:02
500103085,YouBike2.0_大龍國小地下停車場,大同區,哈密街45巷4號(對面),25.07374,121.5173,17,9,8,1,2026-09-25 21:42:02
500103086,YouBike2.0_捷運北門站(1號出口),大同區,塔城街/忠孝西路二段(西北側),25.04885,121.50988,26,6,20,1,2026-09-25 21:42:02
500103087,YouBike2.0_重慶北路派出所,大同區,重慶北路三段320-2號,25.07553,121.5136,18,5,13,1,2026-09-25 21:42:02
500103088,YouBike2.0_承德路三段251巷口,大同區,承德路三段219號,25.06993,121.51852,20,7,12,1,2026-09-25 21:42:02
500103089,YouBike2.0_忠和公園,大同區,歸綏街301號(旁),25.0581,121.50871,12,11,1,1,2026-09-25 21:42:02
500103090,YouBike2.0_臺北當代藝術館,大同區,長安西路39號(前),25.05066,121.51846,12,3,9,1,2026-09-25 21:42:02
500104001,YouBike2.0_劍潭抽水站,士林區,通河東街325巷/通河東街口,25.08128,121.51784,17,9,6,1,2026-09-25 21:42:02
500104002,YouBike2.0_通河東街大南路口,士林區,通河東街1段192號(旁),25.08914,121.51542,15,3,12,1,2026-09-25 21:42:02
500104003,YouBike2.0_福港街停車場,士林區,華齡街175號(旁),25.08695,121.51901,38,21,17,1,2026-09-25 21:42:02
500104004,YouBike2.0_百齡國小,士林區,前港街104號(對面),25.08521,121.51918,68,44,24,1,2026-09-25 21:42:02
500104005,YouBike2.0_雨聲街165巷口,士林區,雨聲街/雨聲街165巷(西北側),25.10277,121.53357,24,15,9,1,2026-09-25 21:42:02
500104006,YouBike2.0_天和公園,士林區,中山北路七段14巷(公園西側),25.12011,121.53357,16,6,7,1,2026-09-25 21:42:02
500104007,YouBike2.0_中山天母路口,士林區,天母西路3-55號前人行道,25.11856,121.52964,29,7,20,1,2026-09-25 21:42:02
500104008,YouBike2.0_天母運動公園,士林區,忠誠路二段/忠誠路二段207巷(東南側),25.11633,121.53414,62,27,34,1,2026-09-25 21:42:02
500104009,YouBike2.0_臺北市立大學(天母校區),士林區,士東路276號至280號對面人行道,25.11356,121.53718,48,15,32,1,2026-09-25 21:42:02
500104010,YouBike2.0_忠誠路二段53巷,士林區,忠誠路2段53巷7號(對面),25.11127,121.53244,39,18,21,1,2026-09-25 21:42:02
500104012,YouBike2.0_天母棒球場,士林區,忠誠路二段122號(對面),25.11341,121.53195,26,6,20,1,2026-09-25 21:42:02
500104013,YouBike2.0_天母北天玉街口,士林區,天母北路33號(前),25.12011,121.52652,22,8,12,1,2026-09-25 21:42:02
500104014,YouBike2.0_蘭興公園,士林區,中山北路六段/士東路(西北側),25.11184,121.52589,61,50,11,1,2026-09-25 21:42:02
500104015,YouBike2.0_明勝公園,士林區,承德路4段6巷71號(對面),25.08009,121.51895,14,4,10,1,2026-09-25 21:42:02
500104016,YouBike2.0_劍潭海外青年活動中心,士林區,中山北路4段/通河街口,25.07994,121.52426,23,2,21,1,2026-09-25 21:42:02
500104018,YouBike2.0_忠誠路一段173巷口,士林區,忠誠路一段177號(前),25.10813,121.5304,11,7,4,1,2026-09-25 21:42:02
500104019,YouBike2.0_雨農國小,士林區,忠義街6號對側,25.1054,121.5295,21,12,9,1,2026-09-25 21:42:02
500104020,YouBike2.0_忠誠公園,士林區,忠誠路一段18號(對面),25.10399,121.52593,25,4,21,1,2026-09-25 21:42:02
500104021,YouBike2.0_芝山抽水站,士林區,至誠路二段47-49號(前),25.10155,121.52832,41,23,16,1,2026-09-25 21:42:02
500104022,YouBike2.0_至誠路一段305巷口,士林區,至誠路一段303號(對面),25.10186,121.53083,21,7,13,1,2026-09-25 21:42:02
500104023,YouBike2.0_華齡公園,士林區,劍潭路76號(對面),25.08302,121.52069,32,11,19,1,2026-09-25 21:42:02
500104024,YouBike2.0_前港公園(福德宮),士林區,後港街134巷/後港街口,25.08671,121.52096,31,23,8,1,2026-09-25 21:42:02
500104025,YouBike2.0_華齡街185巷口,士林區,華齡街188號(前),25.08828,121.51985,18,3,13,1,2026-09-25 21:42:02
500104026,YouBike2.0_前港公園(前港街),士林區,前港街48號(對面),25.0848,121.52125,27,8,18,1,2026-09-25 21:42:02
500104027,YouBike2.0_百齡高中,士林區,承德路四段179巷/承德路4段口,25.08736,121.52272,27,24,3,1,2026-09-25 21:42:02
500104028,YouBike2.0_捷運芝山站(2號出口),士林區,福華路151號(對面),25.10364,121.52219,50,1,49,1,2026-09-25 21:42:02
500104029,YouBike2.0_臺灣戲曲中心,士林區,文林路751號(南側),25.10208,121.51979,25,6,19,1,2026-09-25 21:42:02
500104030,YouBike2.0_捷運劍潭站(2號出口),士林區,基河路18號(對面),25.08388,121.52535,49,32,17,1,2026-09-25 21:42:02
500104031,YouBike2.0_劍潭基河路口,士林區,劍潭路基河路口(捷運站橋下空間),25.08403,121.5249,66,59,7,1,2026-09-25 21:42:02
500104032,YouBike2.0_志成公園,士林區,雨農路7巷口,25.09716,121.53214,23,7,15,1,2026-09-25 21:42:02
500104033,YouBike2.0_福林國小,士林區,福志路50號(對面),25.09896,121.53025,26,12,14,1,2026-09-25 21:42:02
500104034,YouBike2.0_中山中正路口,士林區,中山北路五段609號(前),25.09651,121.52753,19,2,16,1,2026-09-25 21:42:02
500104035,YouBike2.0_士林運動中心,士林區,士商路1號(前),25.08911,121.52154,30,20,10,1,2026-09-25 21:42:02
500104036,YouBike2.0_陽明高中,士林區,中正路510號(前),25.09164,121.51706,77,7,70,1,2026-09-25 21:42:02
